entry,at,order
"-- starting hand #249 (id: xsiuor8uthnz)  (Pot Limit Omaha Hi) (dealer: ""EmperorPenguin @ wu4siWEy8A"") --",2023-02-25T11:05:34.430Z,167732313443000
"""tzeng @ mvuSju_1SI"" shows a 6♥, 8♥, 10♥, 3♦.",2023-02-25T11:05:31.962Z,167732313196200
"""shaan @ 983r-_KdVZ"" shows a 7♠, K♥, 4♠, 7♦.",2023-02-25T11:05:30.333Z,167732313033300
"""SHIKMAN @ 6AIys4Ls8K"" shows a 3♣, 2♣, 7♣, 4♦.",2023-02-25T11:05:30.265Z,167732313026500
"""EmperorPenguin @ wu4siWEy8A"" shows a 3♠, K♦, 10♦, 2♠.",2023-02-25T11:05:29.606Z,167732312960600
"-- ending hand #248 --",2023-02-25T11:05:28.626Z,167732312862602
"""shaan @ 983r-_KdVZ"" collected 18.00 from pot",2023-02-25T11:05:28.626Z,167732312862601
"Uncalled bet of 9.00 returned to ""shaan @ 983r-_KdVZ""",2023-02-25T11:05:28.626Z,167732312862600
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T11:05:27.735Z,167732312773500
"""shaan @ 983r-_KdVZ"" bets 9.00",2023-02-25T11:05:26.737Z,167732312673700
"River: J♦, 7♥, A♠, J♥ [Q♠]",2023-02-25T11:05:15.018Z,167732311501800
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T11:05:14.114Z,167732311411400
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T11:05:11.318Z,167732311131800
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T11:05:10.316Z,167732311031600
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T11:05:09.469Z,167732310946900
"""tzeng @ mvuSju_1SI"" calls 6.00",2023-02-25T11:05:06.903Z,167732310690300
"""shaan @ 983r-_KdVZ"" bets 6.00",2023-02-25T11:05:05.199Z,167732310519900
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T11:05:02.424Z,167732310242400
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T11:05:00.430Z,167732310043000
"Turn: J♦, 7♥, A♠ [J♥]",2023-02-25T11:04:58.255Z,167732309825500
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:04:57.435Z,167732309743500
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:04:56.509Z,167732309650900
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:04:55.550Z,167732309555000
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T11:04:54.650Z,167732309465000
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T11:04:44.617Z,167732308461700
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T11:04:41.921Z,167732308192100
"Flop:  [J♦, 7♥, A♠]",2023-02-25T11:04:38.793Z,167732307879300
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T11:04:37.961Z,167732307796100
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T11:04:32.239Z,167732307223900
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T11:04:26.808Z,167732306680800
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T11:04:25.886Z,167732306588600
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T11:04:24.911Z,167732306491100
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T11:04:23.975Z,167732306397500
"""SHIKMAN @ 6AIys4Ls8K"" posts a big blind of 1.00",2023-02-25T11:04:20.816Z,167732306081609
"""EmperorPenguin @ wu4siWEy8A"" posts a small blind of 1.00",2023-02-25T11:04:20.816Z,167732306081608
"Your hand is 6♥, 8♥, 10♥, 3♦",2023-02-25T11:04:20.816Z,167732306081604
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (98.26) | #2 ""shaan @ 983r-_KdVZ"" (1249.50) | #4 ""tzeng @ mvuSju_1SI"" (189.00) | #6 ""jsu @ JCMKyZuhdN"" (839.59) | #7 ""Andrew @ -kN9JZEj5n"" (1046.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (424.36)",2023-02-25T11:04:20.816Z,167732306081601
"-- starting hand #248 (id: 1uhwciukjkj5)  (Pot Limit Omaha Hi) (dealer: ""Andrew @ -kN9JZEj5n"") --",2023-02-25T11:04:20.816Z,167732306081600
"""SHIKMAN @ 6AIys4Ls8K"" shows a 4♥, A♠, A♦, 5♠.",2023-02-25T11:04:17.280Z,167732305728000
"""shaan @ 983r-_KdVZ"" shows a 9♦, 10♦, K♦, 9♣.",2023-02-25T11:04:16.782Z,167732305678200
"-- ending hand #247 --",2023-02-25T11:04:13.779Z,167732305377903
"""Andrew @ -kN9JZEj5n"" shows a J♥, 5♣, 4♠, K♠.",2023-02-25T11:04:13.779Z,167732305377902
"""jsu @ JCMKyZuhdN"" collected 360.00 from pot with Full House (combination: J♦, J♠, J♣, 5♦, 5♥)",2023-02-25T11:04:13.779Z,167732305377901
"""jsu @ JCMKyZuhdN"" shows a J♦, 8♣, 6♣, J♠.",2023-02-25T11:04:13.779Z,167732305377900
"""jsu @ JCMKyZuhdN"" calls 150.00",2023-02-25T11:04:12.863Z,167732305286300
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T11:04:11.959Z,167732305195900
"""Andrew @ -kN9JZEj5n"" raises to 150.00",2023-02-25T11:04:10.425Z,167732305042500
"""jsu @ JCMKyZuhdN"" calls 30.00",2023-02-25T11:04:07.491Z,167732304749100
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T11:04:05.843Z,167732304584300
"""EmperorPenguin @ wu4siWEy8A"" bets 30.00",2023-02-25T11:03:43.346Z,167732302334600
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:03:39.067Z,167732301906700
"River: 5♦, 7♥, 8♦, J♣ [5♥]",2023-02-25T11:03:38.196Z,167732301819600
"""Andrew @ -kN9JZEj5n"" calls 6.00",2023-02-25T11:03:37.354Z,167732301735400
"""jsu @ JCMKyZuhdN"" calls 6.00",2023-02-25T11:03:36.244Z,167732301624400
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T11:03:35.244Z,167732301524400
"""shaan @ 983r-_KdVZ"" calls 6.00",2023-02-25T11:03:34.238Z,167732301423800
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T11:03:33.253Z,167732301325300
"""EmperorPenguin @ wu4siWEy8A"" bets 6.00",2023-02-25T11:03:30.988Z,167732301098800
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:03:27.625Z,167732300762500
"Turn: 5♦, 7♥, 8♦ [J♣]",2023-02-25T11:03:25.937Z,167732300593700
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:03:25.038Z,167732300503800
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:03:24.033Z,167732300403300
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T11:03:23.105Z,167732300310500
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T11:03:17.813Z,167732299781300
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T11:03:16.554Z,167732299655400
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:03:14.180Z,167732299418000
"Flop:  [5♦, 7♥, 8♦]",2023-02-25T11:03:12.332Z,167732299233200
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T11:03:11.480Z,167732299148000
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:03:10.558Z,167732299055800
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T11:03:08.629Z,167732298862900
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T11:03:07.621Z,167732298762100
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T11:03:06.708Z,167732298670800
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T11:02:53.188Z,167732297318800
"""EmperorPenguin @ wu4siWEy8A"" posts a big blind of 1.00",2023-02-25T11:02:50.712Z,167732297071209
"""Andrew @ -kN9JZEj5n"" posts a small blind of 1.00",2023-02-25T11:02:50.712Z,167732297071208
"Your hand is 10♥, 7♠, 2♥, K♥",2023-02-25T11:02:50.712Z,167732297071204
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (99.26) | #2 ""shaan @ 983r-_KdVZ"" (1256.50) | #4 ""tzeng @ mvuSju_1SI"" (190.00) | #6 ""jsu @ JCMKyZuhdN"" (636.59) | #7 ""Andrew @ -kN9JZEj5n"" (1203.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (461.36)",2023-02-25T11:02:50.712Z,167732297071201
"-- starting hand #247 (id: 55dq0mwven2y)  (Pot Limit Omaha Hi) (dealer: ""jsu @ JCMKyZuhdN"") --",2023-02-25T11:02:50.712Z,167732297071200
"Undealt cards: 4♣, A♦, 7♥, 8♥ [5♠]",2023-02-25T11:02:45.263Z,167732296526300
"-- ending hand #246 --",2023-02-25T11:02:44.752Z,167732296475202
"""Andrew @ -kN9JZEj5n"" collected 6.00 from pot",2023-02-25T11:02:44.752Z,167732296475201
"Uncalled bet of 6.00 returned to ""Andrew @ -kN9JZEj5n""",2023-02-25T11:02:44.752Z,167732296475200
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T11:02:43.930Z,167732296393000
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T11:02:35.399Z,167732295539900
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T11:02:34.406Z,167732295440600
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T11:02:31.796Z,167732295179600
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T11:02:30.930Z,167732295093000
"""Andrew @ -kN9JZEj5n"" bets 6.00",2023-02-25T11:02:29.076Z,167732294907600
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:02:27.172Z,167732294717200
"Turn: 4♣, A♦, 7♥ [8♥]",2023-02-25T11:02:26.897Z,167732294689700
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:02:25.994Z,167732294599400
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T11:02:25.033Z,167732294503300
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T11:02:19.819Z,167732293981900
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T11:02:18.947Z,167732293894700
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:02:15.681Z,167732293568100
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:02:13.919Z,167732293391900
"Flop:  [4♣, A♦, 7♥]",2023-02-25T11:02:13.559Z,167732293355900
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:02:12.712Z,167732293271200
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:02:11.782Z,167732293178200
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T11:02:10.783Z,167732293078300
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T11:02:09.812Z,167732292981200
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T11:02:08.892Z,167732292889200
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T11:02:05.914Z,167732292591400
"""Andrew @ -kN9JZEj5n"" posts a big blind of 1.00",2023-02-25T11:02:03.155Z,167732292315509
"""jsu @ JCMKyZuhdN"" posts a small blind of 1.00",2023-02-25T11:02:03.155Z,167732292315508
"Your hand is 3♥, 2♠, 6♠, Q♠",2023-02-25T11:02:03.155Z,167732292315504
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (100.26) | #2 ""shaan @ 983r-_KdVZ"" (1257.50) | #4 ""tzeng @ mvuSju_1SI"" (191.00) | #6 ""jsu @ JCMKyZuhdN"" (637.59) | #7 ""Andrew @ -kN9JZEj5n"" (1198.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (462.36)",2023-02-25T11:02:03.155Z,167732292315501
"-- starting hand #246 (id: uoi1cvcjzlre)  (Pot Limit Omaha Hi) (dealer: ""tzeng @ mvuSju_1SI"") --",2023-02-25T11:02:03.155Z,167732292315500
"-- ending hand #245 --",2023-02-25T11:01:57.149Z,167732291714902
"""shaan @ 983r-_KdVZ"" collected 162.00 from pot with Three of a Kind (combination: 10♥, 10♠, 10♦, A♠, Q♥)",2023-02-25T11:01:57.149Z,167732291714901
"""shaan @ 983r-_KdVZ"" shows a 4♣, A♠, 5♦, 10♥.",2023-02-25T11:01:57.149Z,167732291714900
"""Andrew @ -kN9JZEj5n"" calls 54.00",2023-02-25T11:01:56.335Z,167732291633500
"""shaan @ 983r-_KdVZ"" bets 54.00",2023-02-25T11:01:54.534Z,167732291453400
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:01:49.959Z,167732290995900
"River: 7♣, 10♠, 10♦, 2♦ [Q♥]",2023-02-25T11:01:49.458Z,167732290945800
"""Andrew @ -kN9JZEj5n"" calls 18.00",2023-02-25T11:01:48.526Z,167732290852600
"""shaan @ 983r-_KdVZ"" bets 18.00",2023-02-25T11:01:47.634Z,167732290763400
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:01:38.403Z,167732289840300
"Turn: 7♣, 10♠, 10♦ [2♦]",2023-02-25T11:01:37.651Z,167732289765100
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T11:01:36.759Z,167732289675900
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T11:01:33.865Z,167732289386500
"""Andrew @ -kN9JZEj5n"" calls 6.00",2023-02-25T11:01:31.073Z,167732289107300
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T11:01:30.185Z,167732289018500
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T11:01:29.094Z,167732288909400
"""shaan @ 983r-_KdVZ"" bets 6.00",2023-02-25T11:01:28.016Z,167732288801600
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T11:01:23.162Z,167732288316200
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T11:01:21.098Z,167732288109800
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:01:16.370Z,167732287637000
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:01:11.930Z,167732287193000
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:01:10.975Z,167732287097500
"Flop:  [7♣, 10♠, 10♦]",2023-02-25T11:01:09.426Z,167732286942600
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:01:08.520Z,167732286852000
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:01:07.523Z,167732286752300
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T11:01:06.501Z,167732286650100
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T11:01:04.893Z,167732286489300
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T11:01:04.044Z,167732286404400
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T11:01:01.220Z,167732286122000
"""jsu @ JCMKyZuhdN"" posts a big blind of 1.00",2023-02-25T11:00:59.497Z,167732285949709
"""tzeng @ mvuSju_1SI"" posts a small blind of 1.00",2023-02-25T11:00:59.497Z,167732285949708
"Your hand is A♣, 8♦, 5♥, K♥",2023-02-25T11:00:59.497Z,167732285949704
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (101.26) | #2 ""shaan @ 983r-_KdVZ"" (1174.50) | #4 ""tzeng @ mvuSju_1SI"" (192.00) | #6 ""jsu @ JCMKyZuhdN"" (638.59) | #7 ""Andrew @ -kN9JZEj5n"" (1277.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (463.36)",2023-02-25T11:00:59.497Z,167732285949701
"-- starting hand #245 (id: vrc0awh2gbc2)  (Pot Limit Omaha Hi) (dealer: ""shaan @ 983r-_KdVZ"") --",2023-02-25T11:00:59.497Z,167732285949700
"""Andrew @ -kN9JZEj5n"" shows a 6♦, 3♠, 7♣, J♦.",2023-02-25T11:00:56.969Z,167732285696900
"-- ending hand #244 --",2023-02-25T11:00:55.848Z,167732285584802
"""Andrew @ -kN9JZEj5n"" collected 216.00 from pot",2023-02-25T11:00:55.848Z,167732285584801
"Uncalled bet of 216.00 returned to ""Andrew @ -kN9JZEj5n""",2023-02-25T11:00:55.848Z,167732285584800
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T11:00:55.020Z,167732285502000
"""Andrew @ -kN9JZEj5n"" bets 216.00",2023-02-25T11:00:24.187Z,167732282418700
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:00:19.515Z,167732281951500
"River: 2♦, Q♥, 2♠, 8♥ [K♦]",2023-02-25T11:00:18.583Z,167732281858300
"""jsu @ JCMKyZuhdN"" calls 72.00",2023-02-25T11:00:17.693Z,167732281769300
"""Andrew @ -kN9JZEj5n"" bets 72.00",2023-02-25T11:00:16.466Z,167732281646600
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:00:14.779Z,167732281477900
"Turn: 2♦, Q♥, 2♠ [8♥]",2023-02-25T11:00:13.469Z,167732281346900
"""jsu @ JCMKyZuhdN"" calls 30.00",2023-02-25T11:00:12.640Z,167732281264000
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T11:00:02.294Z,167732280229400
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T11:00:00.706Z,167732280070600
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T10:59:59.838Z,167732279983800
"""Andrew @ -kN9JZEj5n"" raises to 30.00",2023-02-25T10:59:58.532Z,167732279853200
"""jsu @ JCMKyZuhdN"" calls 6.00",2023-02-25T10:59:56.507Z,167732279650700
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T10:59:53.830Z,167732279383000
"""shaan @ 983r-_KdVZ"" bets 6.00",2023-02-25T10:59:51.686Z,167732279168600
"Flop:  [2♦, Q♥, 2♠]",2023-02-25T10:59:45.952Z,167732278595200
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T10:59:45.120Z,167732278512000
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T10:59:44.191Z,167732278419100
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T10:59:43.197Z,167732278319700
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T10:59:41.450Z,167732278145000
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T10:59:40.443Z,167732278044300
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T10:59:39.602Z,167732277960200
"""tzeng @ mvuSju_1SI"" posts a big blind of 1.00",2023-02-25T10:59:37.951Z,167732277795109
"""shaan @ 983r-_KdVZ"" posts a small blind of 1.00",2023-02-25T10:59:37.951Z,167732277795108
"Your hand is 6♥, Q♦, 7♦, 9♣",2023-02-25T10:59:37.951Z,167732277795104
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (102.26) | #2 ""shaan @ 983r-_KdVZ"" (1181.50) | #4 ""tzeng @ mvuSju_1SI"" (193.00) | #6 ""jsu @ JCMKyZuhdN"" (741.59) | #7 ""Andrew @ -kN9JZEj5n"" (1164.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (464.36)",2023-02-25T10:59:37.951Z,167732277795101
"-- starting hand #244 (id: tkwmpn4lfg8z)  (Pot Limit Omaha Hi) (dealer: ""SHIKMAN @ 6AIys4Ls8K"") --",2023-02-25T10:59:37.951Z,167732277795100
"""tzeng @ mvuSju_1SI"" shows a 8♥, 7♠, 3♣, 5♥.",2023-02-25T10:59:35.804Z,167732277580400
"""SHIKMAN @ 6AIys4Ls8K"" shows a 6♦, K♠, 4♥, 10♠.",2023-02-25T10:59:34.219Z,167732277421900
"-- ending hand #243 --",2023-02-25T10:59:33.542Z,167732277354202
"""EmperorPenguin @ wu4siWEy8A"" collected 18.00 from pot",2023-02-25T10:59:33.542Z,167732277354201
"Uncalled bet of 18.00 returned to ""EmperorPenguin @ wu4siWEy8A""",2023-02-25T10:59:33.542Z,167732277354200
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T10:59:32.638Z,167732277263800
"""EmperorPenguin @ wu4siWEy8A"" bets 18.00",2023-02-25T10:59:31.711Z,167732277171100
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T10:59:28.654Z,167732276865400
"River: 3♦, J♣, 7♦, K♦ [K♣]",2023-02-25T10:59:28.409Z,167732276840900
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T10:59:27.607Z,167732276760700
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T10:59:24.616Z,167732276461600
"Turn: 3♦, J♣, 7♦ [K♦]",2023-02-25T10:59:22.803Z,167732276280300
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T10:59:21.990Z,167732276199000
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T10:59:21.158Z,167732276115800
"""tzeng @ mvuSju_1SI"" calls 6.00",2023-02-25T10:59:18.555Z,167732275855500
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T10:59:15.860Z,167732275586000
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T10:59:11.877Z,167732275187700
"""EmperorPenguin @ wu4siWEy8A"" bets 6.00",2023-02-25T10:59:10.740Z,167732275074000
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:59:08.350Z,167732274835000
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T10:59:07.420Z,167732274742000
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T10:59:06.430Z,167732274643000
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T10:59:05.451Z,167732274545100
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T10:58:58.606Z,167732273860600
"Flop:  [3♦, J♣, 7♦]",2023-02-25T10:58:56.720Z,167732273672000
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T10:58:55.885Z,167732273588500
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T10:58:52.962Z,167732273296200
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T10:58:52.059Z,167732273205900
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T10:58:51.149Z,167732273114900
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T10:58:50.248Z,167732273024800
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T10:58:47.393Z,167732272739300
"""shaan @ 983r-_KdVZ"" posts a big blind of 1.00",2023-02-25T10:58:46.316Z,167732272631610
"""SHIKMAN @ 6AIys4Ls8K"" posts a small blind of 1.00",2023-02-25T10:58:46.316Z,167732272631609
"Your hand is 8♥, 7♠, 3♣, 5♥",2023-02-25T10:58:46.316Z,167732272631605
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (103.26) | #2 ""shaan @ 983r-_KdVZ"" (1182.50) | #4 ""tzeng @ mvuSju_1SI"" (200.00) | #6 ""jsu @ JCMKyZuhdN"" (742.59) | #7 ""Andrew @ -kN9JZEj5n"" (1165.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (453.36)",2023-02-25T10:58:46.316Z,167732272631602
"-- starting hand #243 (id: qigurolicnkt)  (Pot Limit Omaha Hi) (dealer: ""EmperorPenguin @ wu4siWEy8A"") --",2023-02-25T10:58:46.316Z,167732272631601
"The admin updated the player ""tzeng @ mvuSju_1SI"" stack from 108.09 to 200.00.",2023-02-25T10:58:46.316Z,167732272631600
"WARNING: the admin queued the stack change for the player ""tzeng @ mvuSju_1SI"" reseting to 200.00 chips in the next hand.",2023-02-25T10:58:43.815Z,167732272381500
"Undealt cards: 3♦, Q♠, Q♦ [J♦, 10♠]",2023-02-25T10:58:41.029Z,167732272102900
"-- ending hand #242 --",2023-02-25T10:58:40.315Z,167732272031502
"""Andrew @ -kN9JZEj5n"" collected 6.00 from pot",2023-02-25T10:58:40.315Z,167732272031501
"Uncalled bet of 6.00 returned to ""Andrew @ -kN9JZEj5n""",2023-02-25T10:58:40.315Z,167732272031500
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T10:58:39.444Z,167732271944400
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T10:58:38.537Z,167732271853700
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T10:58:30.955Z,167732271095500
"""Andrew @ -kN9JZEj5n"" bets 6.00",2023-02-25T10:58:29.431Z,167732270943100
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T10:58:27.598Z,167732270759800
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T10:58:26.597Z,167732270659700
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T10:58:25.578Z,167732270557800
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T10:58:21.645Z,167732270164500
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T10:58:20.622Z,167732270062200
"Flop:  [3♦, Q♠, Q♦]",2023-02-25T10:58:18.495Z,167732269849500
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T10:58:17.552Z,167732269755200
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T10:58:16.625Z,167732269662500
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T10:58:15.717Z,167732269571700
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T10:58:14.787Z,167732269478700
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T10:58:13.787Z,167732269378700
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T10:58:12.852Z,167732269285200
"""SHIKMAN @ 6AIys4Ls8K"" posts a big blind of 1.00",2023-02-25T10:58:09.088Z,167732268908809
"""EmperorPenguin @ wu4siWEy8A"" posts a small blind of 1.00",2023-02-25T10:58:09.088Z,167732268908808
"Your hand is 6♠, K♥, 2♦, 4♠",2023-02-25T10:58:09.088Z,167732268908804
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (104.26) | #2 ""shaan @ 983r-_KdVZ"" (1183.50) | #4 ""tzeng @ mvuSju_1SI"" (109.09) | #6 ""jsu @ JCMKyZuhdN"" (743.59) | #7 ""Andrew @ -kN9JZEj5n"" (1160.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (454.36)",2023-02-25T10:58:09.088Z,167732268908801
"-- starting hand #242 (id: re1uvnmtfjjz)  (Pot Limit Omaha Hi) (dealer: ""Andrew @ -kN9JZEj5n"") --",2023-02-25T10:58:09.088Z,167732268908800
"""tzeng @ mvuSju_1SI"" shows a 3♥, Q♣, A♣, 9♠.",2023-02-25T10:58:07.017Z,167732268701700
"""EmperorPenguin @ wu4siWEy8A"" shows a 4♥, 5♦, 2♦, 3♠.",2023-02-25T10:58:03.181Z,167732268318100
"-- ending hand #241 --",2023-02-25T10:58:02.083Z,167732268208303
"""Andrew @ -kN9JZEj5n"" shows a Q♥, 8♥, 6♦, 6♥.",2023-02-25T10:58:02.083Z,167732268208302
"""shaan @ 983r-_KdVZ"" collected 24.00 from pot with Two Pair (combination: 10♠, 10♦, 7♠, 7♣, 8♦)",2023-02-25T10:58:02.083Z,167732268208301
"""shaan @ 983r-_KdVZ"" shows a 7♠, K♣, 10♠, 3♣.",2023-02-25T10:58:02.083Z,167732268208300
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T10:58:01.238Z,167732268123800
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T10:57:59.468Z,167732267946800
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T10:57:56.085Z,167732267608500
"River: 2♣, 10♦, 4♦, 7♣ [8♦]",2023-02-25T10:57:55.326Z,167732267532600
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T10:57:54.522Z,167732267452200
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T10:57:51.871Z,167732267187100
